Bug	10A	11A	12A	13A	14A	15A	16A	17A	18A	19A	1A	20A	21A	22A	23A	24A	25A	26A	27A	28A	29A	2A	30A	31A	32A	33A	34A	35A	36A	37A	38A	39A	3A	40A	41A	42A	43A	44A	45A	46A	47A	48A	49A	4A	50A	51A	52A	53A	54A	55A	5A	6A	7A	8A	9A
FCMP.c-25.4220	0.090499	0.073347	0.045137	0.380268	0.170897	0.079219	0.010846	0.170833	0.01673	0.571659	0.04544	0.320807	0.167507	0.177172	0.226915	0.094941	0.083774	0.067319	0.050188	0.5182	0.817102	0.176828	0.177911	0.183335	0.154531	0.401433	0.069702	0.19365	0.054408	0.194179	0.086052	0.127133	0.024721	0.059521	0.143677	0.00084	0.076459	0.104783	0.170245	0.094697	0.122935	0.144698	0.146523	0.264224	0.209765	0.177751	0.305266	0.179527	0.204157	0.677034	0.192888	0.103468	0.128728	0.143106	0.077018
FCMP.c-25.4229	0.134543	0.141817	0.109234	0.103353	0.297802	0.227235	0.000975	0.003221	0.543365	0.032652	0.675406	0.004311	0.059584	0.112812	0.243827	0.507168	0.003105	0.864012	0.002911	0.187962	0.101573	0.424728	0.120759	0.016052	0.242311	0.104584	0.078084	0.153287	0.009509	0.250072	0.400293	0.777485	0.225906	0.266644	0.099368	0.000295	0.411997	0.719112	0.478955	0.020734	0.011078	0.050244	0.246896	0.050852	0.251915	0.173962	0.007361	0.249573	0.088216	0.139685	0.016831	0.048306	0.315491	0.03315	0.284801
FCMP.c-25.4246	0.198784	0.17243	0.77119	0.012989	0.098806	0.091309	0.025585	0.061096	0.08744	0.003578	0.841983	0.476431	0.277312	0.728452	0.726258	0.065756	0.069636	0.067386	0.01233	0.033922	0.002079	0.670979	0.596543	0.082538	0.79283	0.066646	0.048942	0.450158	0.034442	0.10564	0.068678	0.806087	0.182291	0.11832	0.011564	2.9e-05	0.281599	0.736824	0.039531	0.82527	0.114745	0.110908	0.595523	0.061888	0.033847	0.079173	0.077237	0.111991	0.087592	0.046023	0.056027	0.418901	0.013521	0.016317	0.165555
FCMP.c-25.4249	0.295989	0.131618	0.040988	0.053289	0.343389	0.344317	0.000666	0.002381	0.30568	0.145008	0.042473	0.014686	0.010275	0.011456	0.009007	0.019907	0.023853	0.019867	0.050636	0.131036	0.019548	0.311638	0.134482	0.004153	0.161383	0.004791	0.003415	0.401195	0.141586	0.005223	0.015646	0.068567	0.205276	0.034481	0.029596	0.005281	0.020458	0.321355	0.043054	0.006556	0.007513	0.017058	0.074675	0.002098	0.060411	0.021457	0.005365	0.08151	0.002768	0.0028	0.016763	0.028988	0.913509	0.032139	0.356225
FCMP.c-25.4254	0.437544	0.3517	0.002634	0.001836	0.374205	0.376564	0.001061	0.002162	0.001473	0.000461	0.005973	0.204277	0.003283	0.032126	0.981299	0.003054	0.163013	0.002054	0.001163	0.000945	0.000667	0.32658	0.003225	0.002425	0.018844	0.397007	0.328383	0.335644	0.004207	0.133958	0.034736	0.062772	0.100415	0.006932	0.00416	0.000202	0.796361	0.248467	0.003626	0.002772	0.002712	0.351228	0.37292	0.003913	0.004421	0.003012	0.003659	0.353871	0.001328	0.001718	0.05003	0.578782	0.001109	0.002189	0.022683
FCMP.c-25.4322	0.319576	0.377827	0.844866	0.016167	0.263118	0.321714	0.007335	0.302149	0.015104	0.003546	0.554405	0.141377	0.524505	0.018308	0.45345	0.699449	0.423645	0.019303	0.006076	0.044983	0.009356	0.297428	0.01752	0.439185	0.160996	0.03007	0.613663	0.525031	0.065734	0.427358	0.241047	0.063504	0.293754	0.38846	0.019955	0.000364	0.237971	0.357075	0.004259	0.025212	0.409193	0.531203	0.381589	0.735818	0.010269	0.687931	0.444361	0.438514	0.472591	0.012794	0.73898	0.636583	0.039323	0.007218	0.174891
FCMP.c-25.4433	0.132086	0.105708	0.108761	0.040384	0.061988	0.051033	0.445115	0.171361	0.131963	0.035499	0.172683	0.052493	0.119923	0.270886	0.116349	0.68628	0.026769	0.227082	0.03435	0.085752	0.019866	0.297894	0.177986	0.056227	0.050051	0.098926	0.215985	0.11367	0.278293	0.03967	0.068683	0.005762	0.047732	0.078866	0.075877	9.4e-05	0.141563	0.112044	0.111101	0.048371	0.041064	0.084538	0.045368	0.086195	0.104882	0.126918	0.074428	0.129114	0.119038	0.002814	0.243655	0.027506	0.003029	0.130466	0.158452
FCMP.c-25.4437	0.070504	0.019286	0.0422	0.023156	0.071749	0.054529	0.00172	0.019588	0.010279	0.007458	0.058906	0.526983	0.2487	0.121867	0.269526	0.137709	0.024144	0.06361	0.817115	0.413617	0.012248	0.082817	0.068783	0.225883	0.152993	0.003032	0.017051	0.172314	0.064166	0.29641	0.421126	0.151257	0.08466	0.178517	0.038974	0.002355	0.106385	0.064107	0.104973	0.033156	0.008973	0.168324	0.136887	0.418867	0.074304	0.067257	0.461243	0.096133	0.103929	0.313661	0.15272	0.029635	0.057592	0.009824	0.083998
FCMP.c-25.4441	0.318693	0.392127	0.099242	0.231441	0.073412	0.058015	0.002581	0.021436	0.007511	0.005185	0.187639	0.281633	0.018803	0.147204	0.102674	0.306348	0.022083	0.844069	0.003596	0.377523	0.004849	0.20365	0.072771	0.009686	0.100869	0.304007	0.100877	0.014671	0.008752	0.145763	0.221686	0.072158	0.077395	0.056839	0.184381	0.000439	0.082478	0.071057	0.014944	0.095508	0.292796	0.258484	0.042123	0.008977	0.021213	0.234118	0.022751	0.018272	0.105423	0.049473	0.066882	0.011884	0.106665	0.005683	0.161901
FCMP.c-25.444	0.019773	0.103866	0.139904	0.018214	0.79172	0.620824	0.215486	0.132212	0.003927	0.005158	0.027944	0.473188	0.074394	0.404171	0.2084	0.308728	0.095015	0.053512	0.016198	0.093182	0.013079	0.122491	0.026831	0.243079	0.057283	0.108353	0.360194	0.066727	0.012341	0.021595	0.026314	0.032794	0.099254	0.025139	0.018864	0.000358	0.055714	0.150798	0.018127	0.028832	0.073563	0.248159	0.797798	0.039277	0.018993	0.704982	0.196945	0.601189	0.777407	0.103277	0.020265	0.636908	0.22025	0.019606	0.052785
FCMP.c-25.4453	0.006568	0.027762	0.254481	0.007808	0.007523	0.00449	0.007976	0.023572	0.002369	0.002383	0.121747	0.011409	0.082701	0.584677	0.227738	0.186792	0.531632	0.005193	0.006146	0.009206	0.004097	0.187291	0.04949	0.30728	0.033152	0.006369	0.006452	0.005638	0.006006	0.211085	0.024764	0.072792	0.088073	0.072068	0.006075	0.000382	0.009242	0.181715	0.006078	0.009684	0.005516	0.15799	0.039236	0.548471	0.005642	0.356913	0.924431	0.249765	0.600215	0.009158	0.516263	0.07342	0.004903	0.004316	0.199134
FCMP.c-25.4468	0.363011	0.266993	0.358825	0.112813	0.436548	0.415862	0.111101	0.033094	0.00698	0.009491	0.215102	0.027223	0.421597	0.590213	0.366106	0.496722	0.019577	0.618408	0.031544	0.035631	0.009778	0.151831	0.276811	0.597804	0.374723	0.238077	0.135306	0.65158	0.029623	0.300992	0.101594	0.066089	0.359286	0.256551	0.120977	0.001671	0.336165	0.280193	0.048211	0.367497	0.107686	0.409627	0.367287	0.037903	0.038174	0.367777	0.502859	0.452909	0.583572	0.299249	0.038266	0.171458	0.028431	0.012607	0.385467
FCMP.c-25.4493	0.920723	0.484275	0.00451	0.001732	0.165607	0.103496	0.003402	0.557563	0.000934	0.003612	0.514309	0.845695	0.296503	0.223992	0.476502	0.08945	0.836137	0.467291	0.002762	0.051165	0.004528	0.491642	0.835682	0.453249	0.171218	0.113733	0.320841	0.951857	0.007655	0.478572	0.585555	0.193378	0.092185	0.46517	0.105975	0.000282	0.331905	0.346524	0.002392	0.577319	0.065689	0.271865	0.367015	0.484186	0.00257	0.64572	0.908514	0.058581	0.35774	0.385703	0.188756	0.460694	0.006084	0.000701	0.818734
FCMP.c-25.4519	0.365001	0.221988	0.312558	0.411619	0.221352	0.172943	0.002218	0.427465	0.003335	0.011494	0.24915	0.212655	0.014825	0.155724	0.115963	0.238275	0.35475	0.042278	0.011826	0.573006	0.475908	0.197191	0.0221	0.239714	0.345531	0.313357	0.370762	0.521779	0.044589	0.301075	0.570868	0.258383	0.079654	0.355051	0.494854	0.000517	0.281277	0.099907	0.311674	0.208447	0.272332	0.191113	0.405821	0.021225	0.0813	0.647227	0.065976	0.261871	0.180768	0.015525	0.013426	0.11362	0.219864	0.048357	0.290934
FCMP.c-25.4544	0.403886	0.349004	0.14275	0.056267	0.036554	0.028749	0.073721	0.033672	0.027426	0.021557	0.397362	0.442625	0.696494	0.033689	0.059531	0.480784	0.303582	0.081	0.028249	0.037114	0.015788	0.368705	0.588767	0.450471	0.335019	0.034716	0.030696	0.31694	0.472522	0.101053	0.222344	0.396746	0.285009	0.370332	0.077192	0.001452	0.683645	0.493023	0.632508	0.074666	0.190738	0.139255	0.289448	0.042331	0.630953	0.375077	0.043716	0.042173	0.059189	0.53162	0.030761	0.212434	0.031737	0.019914	0.308233
FCMP.c-25.4563	0.127086	0.157502	0.137352	0.162595	0.175186	0.126469	0.014936	0.057579	0.003961	0.005625	0.144961	0.007502	0.263936	0.581335	0.259667	0.494398	0.009709	0.144685	0.006072	0.279641	0.024446	0.119951	0.198071	0.167949	0.188789	0.3362	0.09275	0.10851	0.06223	0.315498	0.142127	0.259991	0.114322	0.349347	0.176719	0.000411	0.229424	0.265992	0.021679	0.288347	0.11612	0.135599	0.38417	0.675454	0.022846	0.128226	0.407062	0.332507	0.444562	0.025237	0.450849	0.054727	0.180636	0.260917	0.153668
FCMP.c-25.4565	0.341107	0.312339	0.171572	0.010523	0.636231	0.675933	0.005381	0.004307	0.023283	0.001537	0.173946	0.029607	0.152274	0.019862	0.12173	0.399543	0.013806	0.016022	0.020518	0.166988	0.002326	0.204562	0.022867	0.016731	0.14758	0.015386	0.153821	0.155717	0.061385	0.035679	0.047824	0.156998	0.158797	0.023537	0.017724	0.008437	0.048329	0.094755	0.031907	0.108137	0.286094	0.208331	0.055284	0.00408	0.267002	0.061118	0.18167	0.040377	0.042088	0.122087	0.221446	0.662179	0.019795	0.058199	0.084117
FCMP.c-25.4570	0.117591	0.005535	0.271861	0.009902	0.027279	0.032055	0.001389	0.001554	0.593287	0.001542	0.154616	0.058885	0.229141	0.170266	0.067755	0.027411	0.41368	0.208546	0.002366	0.010628	0.001193	0.074625	0.007301	0.122167	0.037303	0.17224	0.035023	0.019238	0.013195	0.046366	0.002908	0.072694	0.117445	0.126719	0.002297	2.8e-05	0.150175	0.040534	0.047811	0.002908	0.075897	0.092364	0.030322	0.006787	0.014937	0.004661	0.001735	0.010711	0.005452	0.00453	0.008867	0.146715	0.689514	0.338923	0.257918
FCMP.c-25.4595	0.020128	0.002559	0.137959	0.096874	0.001979	0.002023	0.000765	0.000567	0.246187	0.001769	0.074683	0.000428	0.001436	0.08241	0.001309	0.002772	0.199219	0.003181	0.001753	0.117548	0.001966	0.121846	0.001422	0.00133	0.001312	0.001708	0.00112	0.001344	0.002028	0.001366	0.001821	0.002464	0.011911	0.002627	0.001964	0.000385	0.108782	0.768008	0.095737	0.000524	0.001723	0.001159	0.001385	0.000984	0.001749	0.001471	0.00077	0.001211	0.001413	0.002272	0.001577	0.841761	0.821408	0.002052	0.002806
FCMP.c-25.4705	0.706055	0.647443	5.8e-05	0.002718	0.006757	0.005865	0.000211	0.000253	1.3e-05	0.007634	0.005107	0.064479	0.001042	0.000562	0.131562	0.002242	0.116704	0.00058	0.000549	0.000995	8e-05	0.196762	0.001424	0.001375	1e-04	0.001052	0.002975	0.183384	0.000734	0.379994	0.220869	0.035011	0.004918	0.02211	0.202879	0.00018	0.253546	0.023971	0.181792	0.001768	0.001068	0.003577	0.084461	0.002217	0.152065	5e-05	0.000546	0.004096	0.00015	0.002051	0.002813	0.936462	0.000849	0.000173	0.318947
FCMP.c-25.4722	0.357954	0.177427	0.340877	0.216894	0.615227	0.618241	0.012923	0.195979	0.478653	0.180097	0.443455	0.475027	0.180495	0.119558	0.177177	0.062753	0.66531	0.353562	0.011082	0.581131	0.020049	0.476898	0.22796	0.13846	0.168988	0.216599	0.160618	0.077541	0.065427	0.34954	0.368074	0.666041	0.370464	0.542931	0.522998	0.000567	0.069503	0.286515	0.416001	0.18704	0.290209	0.558334	0.122289	0.151081	0.659964	0.097633	0.253137	0.100689	0.096704	0.010131	0.451206	0.036525	0.08206	0.031668	0.434069
FCMP.c-25.4743	0.386189	0.425144	0.344257	0.030463	0.915415	0.913379	0.004517	0.020092	0.074321	0.036155	0.356384	0.239221	0.283248	0.285173	0.173979	0.401863	0.15884	0.741807	0.017018	0.48684	0.045	0.428349	0.637394	0.265615	0.276169	0.730516	0.317584	0.166316	0.401928	0.423957	0.4738	0.204047	0.46994	0.33591	0.235124	0.000628	0.58841	0.681997	0.301955	0.11848	0.287438	0.277548	0.283854	0.46265	0.38424	0.054582	0.700564	0.110528	0.119636	0.18477	0.164151	0.211645	0.284333	0.192079	0.550897
FCMP.c-25.4768	0.459836	0.55569	0.484983	0.70728	0.274705	0.325435	0.019401	0.042417	0.399007	0.553176	0.351559	0.274255	0.673865	0.269251	0.139357	0.643077	0.82872	0.231264	0.009019	0.009509	0.016303	0.179458	0.365786	0.303018	0.216984	0.764105	0.164025	0.093088	0.210611	0.520135	0.279367	0.144805	0.2541	0.492242	0.079588	0.000515	0.260156	0.223752	0.006774	0.146005	0.08373	0.505682	0.36354	0.285653	0.009201	0.063749	0.009688	0.226681	0.026115	0.14755	0.496293	0.089003	0.424051	0.363343	0.539127
FCMP.c-25.4772	0.060125	0.093004	0.176656	0.01658	0.049408	0.044305	0.019132	0.021223	0.020275	0.003233	0.084645	0.050696	0.05884	0.09518	0.050447	0.040643	0.02272	0.011901	0.01257	0.832514	0.009897	0.152655	0.204385	0.072945	0.069977	0.050487	0.062084	0.057543	0.145713	0.067953	0.068108	0.050012	0.12986	0.093425	0.017428	0.002351	0.075812	0.117103	0.12525	0.127315	0.073841	0.044598	0.097934	0.017562	0.109392	0.085693	0.075393	0.133245	0.057218	0.003979	0.015464	0.05683	0.029555	0.009959	0.054419
FCMP.c-25.4781	0.403283	0.281508	0.24228	0.01856	0.356083	0.287508	0.00251	0.470221	0.081128	0.003203	0.183316	0.025255	0.346858	0.232224	0.217991	0.176866	0.0131	0.062805	0.003366	0.280481	0.003415	0.344912	0.371888	0.068926	0.396869	0.352664	0.012338	0.186145	0.052539	0.21782	0.047009	0.120524	0.072938	0.339258	0.790961	0.001322	0.152262	0.027069	0.03683	0.091608	0.051437	0.428044	0.34905	0.054279	0.128723	0.480939	0.009654	0.097848	0.182199	0.00749	0.012629	0.023312	0.46023	0.004336	0.205036
FCMP.c-25.4782	0.234673	0.097298	0.051803	0.002998	0.095114	0.081915	0.711621	0.22868	0.355738	0.126917	0.087194	0.279546	0.144751	0.180525	0.17695	0.080834	0.089505	0.087648	0.005551	0.170491	0.002533	0.142665	0.18697	0.2333	0.268996	0.169194	0.003486	0.227596	0.229011	0.285049	0.126221	0.348167	0.075042	0.13997	0.007185	0.000118	0.170394	0.197517	0.101421	0.154442	0.180231	0.107913	0.254095	0.153725	0.293372	0.123823	0.145106	0.117586	0.116144	0.336387	0.12838	0.116143	0.117283	0.059095	0.104442
FCMP.c-25.4800	0.528758	0.438625	0.142103	0.019394	0.773275	0.601575	0.002864	0.006851	0.18445	0.002576	0.280373	0.387659	0.381759	0.158874	0.554482	0.035748	0.351379	0.008578	0.009875	0.432503	0.00196	0.599172	0.359171	0.027023	0.299115	0.006942	0.447463	0.179293	0.005523	0.864756	0.312737	0.142244	0.367761	0.543793	0.003768	0.000278	0.009122	0.632471	0.007599	0.008726	0.034912	0.180237	0.257862	0.615931	0.005615	0.128358	0.011748	0.193037	0.011225	0.815907	0.412212	0.18179	0.007782	0.004258	0.245168
FCMP.c-25.4852	0.283877	0.020498	0.144233	0.011391	0.018868	0.019724	0.002215	0.012395	0.012832	0.005544	0.559781	0.013018	0.28381	0.00759	0.033459	0.154858	0.019191	0.011049	0.006282	0.010188	0.007088	0.10298	0.51866	0.020394	0.7457	0.009529	0.013044	0.815164	0.06912	0.00975	0.012963	0.013732	0.190536	0.260615	0.011734	0.000197	0.017543	0.2668	0.085533	0.008552	0.011363	0.010615	0.374356	0.014685	0.266017	0.016547	0.017947	0.088589	0.009969	0.011436	0.011185	0.061264	0.010008	0.007566	0.016531
FCMP.c-25.4857	0.849882	0.233757	0.646337	0.019673	0.3933	0.344583	0.00202	0.003767	0.015982	0.003322	0.591977	0.061004	0.301077	0.598775	0.293511	0.035834	0.020693	0.476696	0.007231	0.005471	0.005256	0.600744	0.747189	0.063736	0.778054	0.194709	0.01079	0.627499	0.941195	0.458915	0.021274	0.020187	0.449545	0.327458	0.016005	0.000161	0.607685	0.769314	0.299429	0.420595	0.007293	0.372551	0.506954	0.83614	0.313432	0.448557	0.061264	0.111767	0.418059	0.013186	0.006496	0.042597	0.019628	0.022496	0.489816
FCMP.c-25.4867	0.230743	0.755646	0.017373	0.005973	0.828087	0.877669	0.035129	0.725603	0.004566	0.00064	0.001653	0.716685	0.774171	0.045064	0.789578	0.003959	0.299162	0.012921	0.003584	0.002953	0.003055	0.173969	0.002709	0.00214	0.451307	0.00646	0.004398	0.048304	0.429927	0.274844	0.429056	0.133304	0.900671	0.681314	0.078169	0.000317	0.003666	0.352233	0.005368	0.743964	0.858461	0.020432	0.023819	0.000891	0.003162	0.03676	0.576957	0.003495	0.003425	0.143706	0.007001	0.613274	0.054979	0.002755	0.004511
FCMP.c-25.4938	0.266615	0.251855	0.156351	0.016678	0.023545	0.019782	0.000458	0.00132	0.021385	0.002753	0.3844	0.001543	0.217208	0.093158	0.023192	0.013774	0.256294	0.101777	0.002477	0.016079	0.002131	0.207351	0.18158	0.005565	0.318606	0.035669	0.148987	0.0498	0.01468	0.004129	0.027207	0.082698	0.116549	0.006777	0.007618	4.2e-05	0.562599	0.057609	0.422934	0.25935	0.315344	0.017761	0.192536	0.014233	0.104933	0.004022	0.00151	0.033266	0.010739	0.003429	0.003567	0.625104	0.017368	0.06287	0.410546
FCMP.c-25.5039	0.208695	0.202935	0.060454	0.238135	0.419319	0.353863	0.054123	0.086286	0.004804	0.130549	0.135995	0.237749	0.343275	0.305536	0.09129	0.239556	0.298174	0.015593	0.876253	0.019612	0.783996	0.140228	0.013196	0.235441	0.070459	0.096835	0.11594	0.327844	0.009739	0.160309	0.194302	0.485619	0.145423	0.070456	0.373695	0.000775	0.184133	0.14392	0.102029	0.208721	0.323763	0.389587	0.380523	0.379378	0.060804	0.265906	0.240754	0.106768	0.173317	0.0096	0.254139	0.310228	0.20551	0.25745	0.631647
FCMP.c-25.5246	0.602895	0.415912	0.510329	0.231665	0.584461	0.581177	0.005559	0.036006	0.004489	0.022558	0.587743	0.106277	0.310117	0.48835	0.332691	0.093327	0.108421	0.375202	0.013124	0.236113	0.104096	0.404546	0.317989	0.265169	0.330064	0.136941	0.117304	0.576338	0.024217	0.457733	0.323493	0.869137	0.354462	0.546955	0.14856	0.000797	0.480159	0.323913	0.053898	0.465855	0.337704	0.446103	0.544757	0.843572	0.261599	0.548637	0.253034	0.421821	0.375481	0.495598	0.129067	0.591802	0.814186	0.502807	0.421844
FCMP.c-25.5261	0.044277	0.031547	0.134738	0.013297	0.062637	0.051037	0.271082	0.179678	0.003709	0.00374	0.041209	0.023041	0.75495	0.049084	0.057764	0.038037	0.029366	0.089534	0.00891	0.060986	0.008526	0.140683	0.027257	0.1244	0.485917	0.046658	0.235291	0.051632	0.007434	0.031444	0.014976	0.020257	0.053679	0.179154	0.614424	0.000336	0.012129	0.184664	0.017805	0.469862	0.02824	0.115895	0.106162	0.013394	0.028284	0.132343	0.077846	0.120586	0.053623	0.711302	0.296522	0.039686	0.136892	0.016702	0.185787
FCMP.c-25.5267	0.255971	0.04612	0.004132	0.00298	0.559976	0.422078	0.969214	0.381488	0.013111	0.28536	0.007743	0.409725	0.009419	0.00942	0.012554	0.009044	0.089274	0.006719	0.224532	0.845632	0.024363	0.114425	0.011044	0.002217	0.009037	0.011005	0.431736	0.014901	0.007029	0.05906	0.762627	0.009123	0.032154	0.00984	0.004428	9e-06	0.016569	0.011347	0.004208	0.031637	0.010881	0.006197	0.011174	0.008339	0.009857	0.010701	0.023772	0.011243	0.01053	0.009482	0.008719	0.279506	0.601803	0.006306	0.00654
FCMP.c-25.5379	0.105196	0.010981	0.008602	0.156823	0.006684	0.005505	0.144638	0.240085	0.00555	0.123109	0.008294	0.004521	0.098199	0.01078	0.008183	0.009401	0.008276	0.671283	0.586522	0.04496	0.004105	0.007822	0.068941	0.034539	0.015783	0.237039	0.00804	0.044664	0.005879	0.154429	0.072549	0.626232	0.010414	0.082732	0.601796	0.00046	0.009558	0.008812	0.007081	0.277206	0.048735	0.278962	0.018336	0.015694	0.012325	0.00625	0.061378	0.00654	0.008381	0.692766	0.009514	0.148369	0.380329	0.006745	0.008749
FCMP.c-25.537	0.251029	0.010157	0.054304	0.138189	0.079908	0.060651	0.002408	0.165002	0.000465	0.001335	0.335604	0.057317	0.032342	0.314908	0.295439	0.001882	0.838985	0.001885	0.001466	0.270931	0.001719	0.110291	0.03601	0.271656	0.07292	0.143844	0.192814	0.08615	0.001568	0.404256	0.015841	0.327516	0.083488	0.038739	0.087416	0.000343	0.048716	0.076113	0.000654	0.008326	0.003645	0.005631	0.12916	0.276932	0.001095	0.087387	0.005	0.025761	0.123765	0.2856	0.021593	0.108381	0.046601	0.002377	0.687186
FCMP.c-25.5391	0.123406	0.129497	0.036349	0.049541	0.180504	0.148061	0.008534	0.108006	0.805564	0.054835	0.215374	0.230391	0.015842	0.024551	0.02023	0.013289	0.483154	0.190743	0.050611	0.347864	0.077692	0.282229	0.032489	0.023381	0.021447	0.09566	0.025211	0.011129	0.069045	0.027238	0.033352	0.024376	0.206286	0.030397	0.074918	0.032665	0.032176	0.203508	0.013999	0.13097	0.052474	0.049334	0.045821	0.282622	0.021559	0.133548	0.274678	0.068889	0.067965	0.149579	0.048958	0.197525	0.314439	0.153549	0.221368
FCMP.c-25.53	0.155423	0.030545	0.111338	0.011409	0.151443	0.107281	0.028261	0.00966	0.008923	0.012361	0.198146	0.027993	0.281764	0.016036	0.176513	0.037813	0.012459	0.101897	0.007458	0.023442	0.013262	0.16649	0.408689	0.023115	0.142138	0.018976	0.020911	0.646517	0.536397	0.030199	0.020321	0.01567	0.057054	0.086045	0.010948	0.000764	0.282707	0.305528	0.075365	0.014071	0.01885	0.055567	0.208472	0.020039	0.239361	0.125248	0.029584	0.021377	0.018851	0.432216	0.022362	0.158297	0.045241	0.014747	0.017295
FCMP.c-25.5606	0.364692	0.710318	0.641067	0.68446	0.796449	0.780905	0.015781	0.00204	0.478772	0.300468	0.355485	0.224295	0.005807	0.670044	0.005627	0.004006	0.471889	0.002725	0.00108	0.006587	0.101299	0.087393	0.005409	0.796913	0.662601	0.733548	0.56067	0.261146	0.016468	0.555846	0.32751	0.639068	0.440169	0.593784	0.023165	0.000568	0.120553	0.392411	0.005271	0.655689	0.647376	0.656159	0.803969	0.215494	0.007446	0.087714	0.486797	0.408087	0.556617	0.660475	0.330914	0.04385	0.569602	0.002269	0.04492
FCMP.c-25.5650	0.599008	0.570381	0.259679	0.059353	0.427132	0.37159	0.000871	0.017245	0.004793	0.008957	0.203224	0.029466	0.119891	0.067859	0.407855	0.515527	0.871226	0.066561	0.006309	0.075291	0.016311	0.449417	0.341749	0.045192	0.359579	0.06362	0.015765	0.114439	0.414943	0.16089	0.095749	0.12595	0.252351	0.529961	0.269054	0.00469	0.546656	0.456044	0.31358	0.024383	0.029643	0.041691	0.320071	0.018182	0.275058	0.039417	0.018688	0.578512	0.171708	0.046489	0.019741	0.150027	0.051846	0.017521	0.63555
FCMP.c-25.5672	0.015351	0.07496	0.087071	0.147602	0.199417	0.214214	0.003523	0.002362	0.135686	0.007265	0.053883	0.085226	0.163367	0.369165	0.002531	0.381973	0.436748	0.262839	0.273571	0.348336	0.189733	0.099636	0.003656	0.023373	0.041144	0.003508	0.001966	0.367336	0.002373	0.004263	0.003625	0.005876	0.026519	0.009556	0.087922	0.000392	0.119073	0.34014	0.099169	0.035295	0.004072	0.05223	0.037138	0.003686	0.005458	0.004562	0.009828	0.124952	0.037224	0.040196	0.002985	0.040391	0.205995	0.680663	0.027587
FCMP.c-25.5700	0.04282	0.039818	0.030588	0.190234	0.07856	0.040428	0.088821	0.091315	0.116972	0.395254	0.026005	0.069897	0.051743	0.043153	0.056374	0.038886	0.100069	0.037718	0.700657	0.384444	0.658103	0.02339	0.04374	0.047751	0.049601	0.123858	0.112535	0.045104	0.017157	0.11138	0.083237	0.046629	0.020936	0.032248	0.106254	3e-04	0.019958	0.029569	0.01626	0.073908	0.038757	0.035456	0.03887	0.083647	0.094919	0.059762	0.059568	0.089028	0.02966	0.200757	0.095947	0.382	0.222861	0.050082	0.026798
FCMP.c-25.5774	0.010749	0.119886	0.009022	0.217852	0.614714	0.549563	0.003355	0.436906	0.278881	0.023436	0.040708	0.006804	0.007881	0.009472	0.009447	0.010507	0.008228	0.007558	0.036128	0.016302	0.032552	0.011071	0.009585	0.008651	0.010622	0.49296	0.603206	0.010964	0.010031	0.200826	0.079257	0.009625	0.009971	0.022955	0.18275	0.000716	0.009402	0.011664	0.010826	0.00666	0.008224	0.527334	0.4618	0.379882	0.011007	0.587117	0.85278	0.218409	0.426305	0.008884	0.585069	0.014021	0.010165	0.501089	0.265053
FCMP.c-25.5778	0.027519	0.30415	0.265766	0.000458	0.015801	0.007197	0.021769	0.001729	0.01477	0.000416	0.043793	0.0254	0.032258	0.036756	0.178589	0.037751	0.058262	0.001487	0.00054	0.008766	0.001143	0.070161	0.015262	0.045344	0.098196	0.16937	0.018362	0.810034	0.023964	0.407005	0.110186	0.152656	0.0489	0.444984	0.00212	9.5e-05	0.27702	0.763539	0.024699	0.02796	0.040004	0.142672	0.063808	0.009796	0.037705	0.054999	0.024774	0.579054	0.228949	0.000351	0.005027	0.018767	0.011689	0.0021	0.230624
FCMP.c-25.5784	0.378195	0.101819	0.097665	0.051554	0.239239	0.172635	0.002074	0.035907	0.028192	0.016311	0.313638	0.378301	0.347431	0.739041	0.326707	0.351859	0.729771	0.723602	0.756807	0.372173	0.032124	0.219029	0.345672	0.476762	0.339334	0.311631	0.316621	0.46217	0.096163	0.262317	0.194623	0.476222	0.183281	0.14364	0.1747	0.000278	0.288278	0.544228	0.035411	0.200002	0.263951	0.451436	0.417209	0.351245	0.053201	0.250616	0.175631	0.316084	0.199227	0.595498	0.440487	0.086448	0.118533	0.355853	0.315387
FCMP.c-25.6020	0.317912	0.015144	0.011901	0.009314	0.010644	0.004281	0.036737	0.021016	0.002543	0.013902	0.02135	0.133988	0.011189	0.017303	0.066296	0.022024	0.028516	0.018212	0.862132	0.026657	0.003348	0.316053	0.016157	0.010524	0.01456	0.006504	0.019938	0.055571	0.368267	0.031925	0.281901	0.020672	0.106729	0.018946	0.012087	0.00017	0.023302	0.028518	0.011666	0.012483	0.011907	0.013628	0.02022	0.539504	0.006127	0.015478	0.125712	0.02364	0.221464	0.191594	0.02903	0.023577	0.013894	0.019747	0.332222
FCMP.c-25.6028	0.286856	0.675232	0.20733	0.004347	0.395833	0.326223	0.004562	0.038574	0.001941	0.171677	0.157928	0.009331	0.172976	0.006878	0.6739	0.001975	0.006496	0.003813	0.002216	0.318909	0.006096	0.357886	0.008355	0.006849	0.006169	0.035711	0.231822	0.872489	0.014677	0.929667	0.78382	0.195585	0.052846	0.850082	0.1262	0.000464	0.006723	0.008491	0.00699	0.870288	0.257582	0.904182	0.843904	0.00383	0.006553	0.006541	0.029063	0.122598	0.010746	0.698146	0.005894	0.006666	0.001174	0.001198	0.00487
