Bug	10A	11A	12A	13A	14A	15A	16A	17A	18A	19A	1A	20A	21A	22A	23A	24A	25A	26A	27A	28A	29A	2A	30A	31A	32A	33A	34A	35A	36A	37A	38A	39A	3A	40A	41A	42A	43A	44A	45A	46A	47A	48A	49A	4A	50A	51A	52A	53A	54A	55A	5A	6A	7A	8A	9A
FCMP.c-23.4928	0.345207	0.230296	0.188548	0.062177	0.077819	0.108957	0.018658	0.024151	0.12224	0.019889	0.189072	0.047443	0.142831	0.044702	0.097189	0.357236	1.203179	1.742542	0.029204	0.056066	0.046495	0.314312	0.076734	0.179415	0.079371	0.057475	0.070007	0.762878	0.036398	0.175216	0.220539	0.095821	0.383798	0.197129	0.257317	0.000264	0.326748	0.297988	0.043765	0.062458	0.067182	0.115496	0.115682	0.309896	0.058423	0.052171	0.02856	0.063324	0.03693	0.156574	0.715829	0.176838	0.085198	0.102186	0.148035
FCMP.c-25.7860	1.339528	1.083899	1.875309	0.09637	0.755999	1.004798	2.424255	0.016638	1.082048	0.021931	1.043516	0.476095	1.589058	2.593368	1.254554	0.560586	0.052866	1.687173	0.011649	2.153872	0.017198	1.24596	1.414347	2.113907	3.564769	0.808682	0.030086	1.343339	0.76736	0.58806	0.198626	1.965646	2.300071	0.732155	2.172541	0.002678	2.423689	1.869839	8.119421	3.391007	0.815698	2.001787	1.46693	0.353517	1.003226	0.096959	0.743496	0.573455	0.386979	0.498669	0.436161	0.502052	0.855841	0.078639	0.835214
FCMP.c-25.8058	0.219803	0.211709	0.025225	0.041352	1.774175	1.575646	0.01403	0.02422	0.00968	0.000949	0.043625	0.02454	0.038267	0.02663	0.051735	0.032263	0.089886	0.190919	0.096808	0.018024	0.087522	0.067653	0.243775	0.827534	0.108227	0.077402	0.662618	0.320394	0.045304	0.182206	0.207376	0.281767	0.171597	0.170967	0.240742	0.00028	0.292623	0.046777	1.263877	0.038178	0.243908	0.043568	0.272824	0.04563	0.216096	0.024173	0.033074	0.040341	0.023964	0.16967	0.029786	1.222368	0.049521	0.03278	0.167943
FCMP.c-30.3035	0.364531	0.473377	0.669359	0.634915	0.48486	0.442719	0.335881	0.027581	0.018279	0.015885	1.091615	0.202455	0.209091	0.771726	0.337895	0.795295	0.175502	0.202492	0.011183	0.706492	0.324723	0.805507	1.075659	0.756292	0.472196	3.404994	0.114822	0.709726	0.330145	0.457079	0.553531	1.095104	0.43672	0.812653	0.895669	0.003989	0.570887	0.463329	0.224103	0.637332	0.336798	0.814889	0.642537	0.052984	0.97722	0.570654	0.280381	0.287634	0.335309	0.045646	0.020515	0.110971	0.431263	0.446209	1.206892
FCMP.c-17.7479	0.457258	0.138023	0.12996	0.00368	0.036992	0.037411	0.003083	0.242522	0.00159	0.0352	0.086952	0.17911	0.292317	0.010674	1.47311	0.019023	0.027135	0.040641	0.017946	0.032785	0.0027	0.511412	0.062642	0.026857	0.030473	0.027499	0.201751	1.490071	0.004908	0.039864	0.091285	0.179664	0.496636	0.059595	0.060057	0.001401	0.484593	0.043081	0.007741	0.023159	0.011635	0.095219	0.095154	0.762511	0.012837	0.03471	0.063692	0.024036	0.036768	6.787339	0.022582	0.341562	0.045274	0.002794	0.263176
FCMP.c-30.3038	0.502463	0.073039	0.464789	0.01059	0.131096	0.228999	0.014894	0.011531	0.68946	0.006949	0.245181	0.048796	0.092066	0.03075	0.029462	1.245166	0.027509	0.030606	0.012034	0.030534	0.008821	0.711628	0.16188	0.065754	0.303689	0.574517	0.017356	0.243317	0.51201	0.512061	0.074015	0.042081	0.759769	0.121226	0.028471	0.000147	0.424747	1.042169	0.359972	0.022147	0.031656	0.040544	0.121957	0.298261	0.148527	0.566314	0.08505	0.240613	0.075754	0.084651	0.13851	0.027948	0.086662	0.516164	0.432029
FCMP.c-16.9220	0.448913	0.461107	4.133548	0.003107	0.038347	0.053255	0.003835	0.001945	0.011428	0.001259	0.062735	0.010183	0.316677	0.170971	0.090167	0.008347	0.003557	0.01222	0.001559	0.002674	0.00099	0.393259	0.021417	0.00154	0.004511	0.304254	0.509942	0.002977	0.138777	0.001816	0.003529	0.138029	0.447033	0.131623	0.212518	0.000346	0.462481	0.003077	0.085193	0.050039	0.01311	0.001749	0.003963	0.011342	0.17045	0.006062	0.001304	0.001859	0.002016	0.001625	0.992038	0.005001	0.00479	0.002753	0.147528
FCMP.c-30.3117	0.484279	0.28799	0.288428	0.16835	0.391302	0.369144	0.005496	0.383457	0.567649	0.062332	0.378629	0.107526	0.182277	0.27516	0.14307	0.585076	0.081121	0.236706	0.007596	0.822309	0.219429	0.394124	0.154297	1.024434	0.750181	0.119574	0.078194	0.106276	0.058626	0.115033	0.218637	0.208219	0.354794	0.291526	0.33325	0.000363	0.525746	1.726159	0.3125	0.173487	0.399521	0.213051	0.971367	0.528408	0.23694	0.390356	0.157275	0.134402	0.471821	0.164625	0.381342	0.268307	0.450865	0.022034	0.903924
FCMP.c-30.3168	1.193063	0.419823	0.445071	0.163028	0.30956	0.329365	0.060545	0.019657	0.027108	0.794536	1.213098	0.011046	0.12672	0.271612	0.527347	0.07064	0.085038	0.267492	0.007755	0.414721	2.068408	0.202372	0.457578	0.648529	0.610646	0.550023	0.018425	0.330159	0.065517	0.214688	0.405073	2.102867	1.065741	0.916037	2.642369	0.003433	1.676201	0.628676	0.3438	0.201602	0.770226	0.073079	1.17384	0.832071	4.011737	0.837601	0.469278	0.320973	0.072858	0.209631	1.159855	0.789035	0.045734	0.065402	0.927518
FCMP.c-30.3178	0.267815	0.231544	1.661801	0.014726	0.606957	0.750799	0.000603	1.458943	0.3664	0.002403	1.463391	0.221883	0.529205	0.004191	0.037365	0.007053	3.642544	1.420486	0.003489	0.33327	0.001753	0.210618	0.596352	0.027454	0.216662	0.004539	0.038867	0.055299	0.680536	0.008739	0.284853	0.086472	0.779315	1.083363	0.15356	0.000551	0.016228	0.865028	0.004977	0.005942	0.453526	0.096966	0.082689	0.005544	0.007499	0.050215	0.011196	0.252785	0.168217	0.039352	0.255852	0.01529	2.477991	0.007551	0.05195
FCMP.c-30.3189	0.418302	0.369825	0.174594	0.035553	0.220418	0.178727	0.02474	0.059801	0.609063	0.028015	0.399415	0.389086	0.093075	0.463117	1.155452	0.087865	0.06054	0.194519	0.342306	0.520637	0.028115	0.355973	0.695802	0.68299	0.355971	0.055832	0.30309	0.915818	0.097494	0.346766	0.129513	0.581335	0.625248	0.407416	0.566898	0.015349	0.395955	0.130417	1.262021	0.695016	0.487796	0.786501	0.315214	0.222414	0.07486	0.169466	0.098941	0.106221	0.194258	0.515147	0.31576	0.067709	0.043299	0.451635	0.498204
FCMP.c-27.5891	0.011607	0.106838	0.189265	0.00865	0.157961	0.135099	0.31525	1.803762	0.026939	0.008509	0.057046	0.047958	0.316932	0.162144	0.216028	1.243293	0.038277	0.03347	0.043545	0.029793	0.022247	0.043592	0.027996	0.069475	0.06834	0.036171	0.053189	0.066475	0.061867	0.036505	0.026672	0.046088	0.089213	0.048359	0.057957	0.00011	0.026063	0.053828	0.118838	0.223952	0.113063	0.139014	0.085559	0.149454	0.057463	2.948133	0.32175	4.424827	3.040936	0.044337	0.089793	0.06938	0.044185	0.065904	0.02775
FCMP.c-30.3215	0.225471	0.574609	0.844257	0.048008	0.371397	0.408696	0.038278	0.032112	0.004582	0.04464	0.120065	1.757162	0.485524	0.023337	0.566735	0.161573	1.536067	0.076079	0.059513	0.045366	0.0388	0.423268	1.444948	0.040679	0.064747	0.121253	0.028201	1.138215	0.152114	0.70862	1.322353	0.183979	0.251398	0.09442	0.041315	0.003252	1.548371	0.235699	0.058919	1.344817	0.548146	0.758104	0.481837	2.34105	0.100152	0.040871	0.071193	0.672266	0.64336	3.176756	0.133235	5.754542	0.036166	0.301965	0.100889
FCMP.c-30.3306	0.057584	0.022992	0.04557	0.009103	0.053124	0.026964	0.095651	0.977163	0.000167	0.015671	0.023556	0.032473	0.13912	0.093215	0.097941	0.020839	0.01712	0.007591	0.00733	0.974374	1.353675	0.012816	0.019719	0.032209	0.042694	0.016384	4.400108	0.02026	0.002091	0.439609	2.783211	0.361327	0.019899	0.131485	0.00438	0.000393	0.0148	0.039971	0.039252	4.228974	0.107902	0.055375	0.057906	0.019136	0.032234	0.122674	0.069751	0.086188	0.169394	0.02837	0.004021	0.057121	0.027405	0.017579	0.011103
FCMP.c-30.3236	0.330192	0.45679	0.166876	0.021402	0.023153	0.026686	0.008368	0.100547	2.796697	0.008645	0.943872	0.031738	0.118222	0.091191	0.149808	0.400854	0.015563	0.018302	0.008564	0.011928	0.009884	0.535229	0.028741	0.129791	0.282338	1.000187	0.202933	0.031743	0.33529	0.006074	0.325781	0.457092	0.37193	0.037333	0.313487	0.001254	0.407289	0.20244	0.008737	0.006567	0.521351	0.43676	0.362304	0.005602	0.141049	0.019715	0.02981	0.102375	0.032705	0.216125	0.016514	0.098128	0.079213	0.01773	0.038242
FCMP.c-30.3253	0.029006	0.298906	0.045939	0.006879	0.003827	0.002786	0.03877	0.070315	0.046013	0.001721	0.032816	0.103036	0.027501	0.050465	0.08606	0.025081	0.260696	0.062213	0.018688	0.265877	0.002052	0.039173	0.224194	0.010661	0.064405	0.006381	0.393845	0.805642	0.477794	0.079491	0.01219	0.420885	0.01505	0.0595	0.004929	3.4e-05	0.007772	0.295341	0.003962	0.015021	0.003919	0.015525	0.167001	0.945017	0.003836	0.140152	1.467813	0.015763	0.059098	0.019334	0.012632	0.05315	0.014001	0.006483	3.388004
FCMP.c-30.3289	0.743366	2.525969	2.248527	0.590893	0.987501	1.237557	0.001483	0.170428	0.306095	0.018081	0.803146	0.236674	0.874494	0.844151	0.590695	0.670448	1.835095	0.435959	0.283194	0.903131	0.358708	0.222448	0.099169	0.818794	0.86504	0.541047	0.208219	0.878329	0.051245	0.626769	0.262403	0.338546	0.963976	2.186436	0.91893	0.001196	0.57951	0.567913	0.030891	1.0945	0.353431	0.780378	0.234259	0.064418	0.019386	0.543348	0.405253	0.495501	0.664341	0.152679	0.255383	0.786338	0.184766	0.931045	0.972267
FCMP.c-30.3340	0.346948	0.130007	0.392118	0.03007	0.043182	0.037076	0.003843	0.018374	0.060896	0.004217	0.343304	0.070683	0.028498	0.304837	0.092331	0.083255	2.30119	0.250835	0.052666	0.025497	0.011005	0.444927	0.059971	0.093932	0.140335	0.267688	0.084038	0.063287	0.027925	0.162254	0.215244	0.306901	0.290751	0.046585	0.018911	0.000311	0.304456	0.145421	0.018312	0.057087	0.051358	0.477043	0.13899	0.271874	0.02715	0.918275	0.310128	0.054801	0.193984	0.031738	0.164204	0.811477	0.078096	0.012355	0.245461
FCMP.c-20.8130	0.170093	0.127547	0.099471	0.054056	0.177504	0.145065	0.092734	0.189498	0.037801	0.370119	0.091543	0.172083	0.200397	0.183786	0.177616	0.189809	0.146408	0.11282	0.098057	0.186205	0.175013	0.103337	0.129551	0.12484	0.176594	0.079426	0.125017	0.253161	0.080981	0.289678	0.098345	0.107292	0.084757	0.134822	0.125545	0.00267	0.139548	0.13193	0.171195	0.161287	0.067762	0.361936	0.217625	1.242919	0.10601	0.170939	0.251293	0.671418	0.256672	0.34336	0.2314	0.085936	0.085236	0.104496	0.124467
FCMP.c-30.3345	0.324906	1.103669	0.703431	0.393834	0.452517	0.46479	0.615493	0.817734	0.003647	1.334255	1.868599	0.620663	0.375254	0.754366	0.470832	0.614314	0.368132	1.176109	0.032962	0.944318	0.533087	0.973038	0.387353	0.297211	0.999711	1.265558	1.542675	1.443415	0.435368	0.486822	0.68985	0.627472	0.635388	0.813544	0.585911	0.00462	0.28991	0.409072	0.20909	0.713645	0.799303	0.312856	0.553778	0.066207	0.624381	0.617636	0.689333	0.393794	0.373718	0.505277	0.441613	0.575755	1.074227	0.912365	1.2036
FCMP.c-30.3394	0.560167	0.727536	0.574815	0.653085	0.424132	0.422723	0.098396	0.624918	0.004357	0.058552	0.413995	0.606604	0.804653	0.622192	0.726405	0.662846	1.549124	0.919311	0.685887	0.614204	0.807845	0.220229	0.42135	1.135215	0.268018	0.41708	1.017342	0.537056	0.006166	0.674849	0.187365	0.790423	0.383062	0.583799	0.508796	0.001452	0.36262	0.321041	0.084764	1.105577	0.621943	1.09646	0.693942	0.526841	0.022474	0.791365	0.354643	0.378769	0.288348	0.575336	0.54288	0.276703	1.550192	0.504778	0.754271
FCMP.c-19.7655	0.057489	0.035378	0.224165	0.021068	0.038667	0.041903	0.016349	0.050185	0.067446	0.021474	0.111981	0.080123	0.029641	0.052794	1.694738	0.097076	0.086949	0.028968	0.041689	0.72042	0.019348	0.043411	0.037426	0.046818	0.052869	0.051186	0.055433	0.073687	0.046322	0.309879	0.057902	12.060428	1.066914	0.0693	0.100045	0.000724	0.06572	0.026873	0.023931	0.124311	0.036921	0.210756	0.625715	0.046429	0.006099	0.02517	0.041651	0.151231	0.053862	0.030653	0.34806	0.062747	0.029548	0.590775	0.123046
FCMP.c-20.8045	2.331706	2.645651	0.638085	0.293058	2.3269	2.242835	0.156822	0.850717	0.005897	2.207114	1.741276	1.027012	0.849428	1.339502	0.886142	0.24494	1.638978	2.584179	1.30246	2.396927	2.263816	3.037445	1.236729	1.071932	1.433398	0.928783	1.454487	1.208764	0.509597	1.277702	0.867668	0.99005	1.130943	0.898945	1.628711	0.313065	1.228321	1.649037	0.503387	0.628938	1.318487	0.904915	1.097122	2.742253	1.455678	0.951294	0.301683	0.81125	0.4121	1.203532	1.754756	2.991276	2.357905	1.746993	2.690486
FCMP.c-18.8918	0.447689	0.251183	0.295783	0.100071	1.636024	2.577566	0.037528	0.287012	0.267943	0.031353	0.314161	0.103066	0.142401	0.145464	0.09338	0.208674	0.397615	0.13426	0.100124	0.32761	0.056995	0.245468	0.127092	0.150785	0.137865	0.346889	0.11574	0.210357	0.11699	0.163883	0.245765	0.149013	0.253384	0.161987	0.126685	0.003316	0.181789	0.199552	0.129976	0.126124	0.138913	0.154006	0.157873	0.119159	0.110501	0.089062	0.07574	0.081175	0.067458	0.07456	0.191275	0.236154	0.186004	0.202256	0.171131
FCMP.c-18.3724	0.002288	0.001556	0.001614	0.000768	0.001065	0.001158	0.012078	0.002997	0.00483	61.745509	0.001277	0.018926	0.00272	0.002259	0.002294	0.003074	0.006615	0.002752	2.403135	0.004416	0.00189	0.001944	0.001366	0.001103	0.001868	0.001502	0.002011	0.001487	0.002861	0.002605	0.002185	0.003676	0.002054	0.009422	0.004608	2.638928	0.001587	0.00159	0.001714	0.002692	0.001088	0.001411	0.010001	0.000822	0.007078	0.001003	0.004042	0.001217	0.000834	0.001787	0.001162	0.001438	0.00091	0.001278	0.003386
FCMP.c-25.8060	0.057878	0.072152	0.900391	0.021193	0.026288	0.033223	0.006963	0.068351	0.021199	0.005673	0.350346	0.015862	2.077127	0.298752	0.290708	2.325265	0.127549	0.759944	0.020794	0.021752	0.010818	0.287107	0.044096	1.283905	0.703657	0.031396	0.016241	0.049181	0.052288	0.038236	0.027451	0.062641	0.322545	0.107485	0.169527	0.000635	0.190469	0.107312	0.023549	0.076344	0.022	0.146064	0.105719	0.110921	0.019024	1.101692	0.179843	0.603927	0.765189	0.067676	0.38191	0.032145	0.024873	0.048499	0.075139
FCMP.c-24.8162	0.819681	0.271078	0.796469	0.164061	1.007377	0.983864	0.033758	3.483652	0.009549	0.270027	0.230244	0.217293	0.107139	0.201825	0.23644	0.096826	0.271634	3.048605	0.036097	2.011446	2.133635	0.931361	0.172214	0.738866	0.227586	0.118757	0.126667	0.104736	0.127248	0.96611	0.990917	0.145151	0.557096	1.589536	0.113338	1.619486	0.12294	0.094933	0.099465	0.188557	1.288031	0.606687	0.602532	0.069429	0.115879	0.326911	0.093432	0.104427	0.139567	1.488829	1.387489	0.328016	0.446055	0.228552	1.135927
FCMP.c-15.5729	0.622583	0.304591	0.429838	0.044627	1.007448	0.953203	0.074034	0.046849	0.033456	0.041689	0.422274	0.198145	0.095027	0.154845	0.120764	0.048053	0.044034	0.240568	0.018095	0.565822	0.04855	0.508507	0.482978	0.802839	0.889504	0.08036	0.083249	0.514652	0.161654	0.733929	1.098367	0.379002	0.32845	1.770769	0.140203	0.002421	0.922973	0.678849	0.078551	0.138894	0.782425	1.460528	0.61155	0.339733	0.257118	0.311313	0.240862	0.117666	0.112785	0.064878	0.041459	0.704694	2.261584	1.355835	2.1464
FCMP.c-30.3649	0.328575	0.559816	0.766003	0.057008	0.359605	0.507909	0.023588	0.101439	0.183471	0.049327	0.897773	0.507393	0.791941	0.487292	0.762642	0.678143	0.042142	0.282863	0.01546	0.206102	0.136715	0.992093	0.076163	0.363152	1.083203	0.18298	0.237898	0.75844	0.684725	0.695572	0.144369	1.02161	1.188996	0.400859	0.134795	0.001509	1.033264	1.26948	0.83357	0.728275	0.192242	0.65653	0.75367	0.067662	0.7233	0.269784	0.143847	0.412034	0.201802	0.22124	0.200866	0.319059	0.070424	0.429323	0.486658
FCMP.c-30.3767	0.59443	0.68023	0.991082	0.792144	0.977592	1.154459	0.190804	1.081495	0.000842	0.005298	0.29369	0.518019	0.468161	0.438399	0.311132	0.028855	0.730236	0.007287	0.005941	0.656549	0.0036	0.892992	1.706069	0.459547	0.298873	0.618154	0.516015	1.007666	0.006358	0.410967	0.097606	0.50919	0.655212	0.323446	0.370119	0.000937	0.06693	0.324005	1.001494	0.467553	0.677378	0.335653	1.256972	0.034046	0.021525	0.075075	0.593128	0.336394	0.335953	0.011325	0.451559	0.125069	0.64643	1.386907	0.466198
FCMP.c-18.7280	0.098399	0.124273	0.204783	0.038653	0.059439	0.074757	0.028818	0.034479	0.190969	0.01667	0.093781	0.090291	0.322918	0.435752	0.155694	0.070685	0.075625	0.059931	2.579378	0.057584	0.245708	0.246672	0.263504	0.567985	0.22712	0.090532	0.714973	0.051948	0.132079	0.084049	0.158167	0.336646	0.140858	0.192849	0.057045	0.009293	0.116339	7.10738	0.121131	0.32523	0.196887	0.070405	0.39347	0.049833	0.31729	0.329681	0.058839	0.060573	0.172896	0.058403	0.10851	0.207855	0.063886	0.048247	0.329115
FCMP.c-30.3774	0.662956	0.715332	0.416851	0.577428	0.447653	0.338874	0.018768	0.763311	0.531472	0.083417	0.383519	0.267425	0.278624	0.517835	0.272689	0.554847	0.498094	0.430888	1.047468	1.385378	0.169889	0.811481	0.530486	0.20576	0.648621	1.263913	0.827652	0.477374	0.869835	0.328384	0.595632	0.560152	0.570281	0.716713	1.691747	0.010315	0.57272	0.547738	0.673212	0.422325	0.575972	0.21656	0.753169	0.293865	0.344055	0.675261	0.464525	0.365773	0.496682	0.189878	0.261164	0.682053	0.704959	0.264852	0.503157
FCMP.c-30.3781	0.117371	0.314378	0.031116	0.65353	0.360652	0.400966	0.003351	0.04612	2.629698	0.007917	0.112338	0.041872	0.041017	0.036036	0.052722	0.029271	0.582549	0.195605	0.110186	0.2676	0.018282	0.099763	0.09965	0.054263	0.057091	0.187515	0.024192	0.105081	0.311012	0.030158	0.845043	0.086631	0.051964	0.431702	0.069294	0.000123	0.044786	0.060368	0.04005	0.014767	0.01214	0.013223	0.015363	0.102019	0.043551	0.047922	0.100409	0.014864	0.002697	0.073949	0.077857	0.094983	0.094097	1.009273	0.112168
FCMP.c-30.3814	0.938176	0.072386	0.096996	0.033459	0.132574	0.163839	0.023482	0.076007	0.15529	0.140687	0.355648	0.107499	0.079883	0.429518	0.063431	0.193661	0.105829	0.037032	0.064384	0.075177	0.181382	0.411829	0.083026	0.102086	0.113063	0.058287	0.115417	0.072751	0.47618	1.486915	0.109216	0.12472	0.476804	4.504498	0.060962	0.003744	1.119578	0.098132	0.079331	0.061488	0.053014	0.409458	0.498962	0.112867	0.0863	0.069919	0.071249	0.074534	0.057653	0.135032	0.062679	0.068623	0.055611	0.054923	0.098045
FCMP.c-20.7985	0.226444	0.23581	0.732856	0.082667	0.070337	0.084981	0.043791	0.048717	0.122579	0.041598	0.804281	0.054475	0.27387	0.846247	0.079978	1.531244	0.09868	0.153863	0.082579	0.105408	0.053597	0.236322	0.121615	0.86003	0.102236	0.077011	0.102699	0.106427	0.07872	0.08331	0.075121	0.119937	0.191269	0.148422	0.113904	0.002821	0.112418	0.375902	0.156261	0.725901	0.088078	0.100442	0.376205	0.071593	0.194946	0.9686	0.534073	0.202581	1.09198	0.059204	0.187533	0.080648	0.086072	0.103185	0.141722
FCMP.c-23.1439	0.144974	0.180103	0.369477	0.01503	0.206357	0.234309	0.001074	0.007687	0.449088	0.020473	0.232459	0.036146	0.040798	0.305069	0.120128	0.378892	1.126538	0.040299	0.011372	0.293807	0.039177	0.338046	0.015634	0.224056	0.10008	0.268339	0.084337	0.068855	0.027928	0.087825	0.092745	0.111997	0.067547	0.176652	0.167203	0.000115	0.235389	0.1351	0.015832	0.053722	0.01073	0.158956	0.109855	0.453021	0.026696	0.940479	0.065112	0.266959	0.120785	0.052973	0.077943	0.095365	0.361728	0.018713	0.088263
FCMP.c-30.3834	0.065149	0.021654	0.338464	0.011181	0.404675	0.222198	0.07256	0.592513	0.016653	0.000596	0.045185	0.028196	0.09174	0.07777	1.14582	0.012076	0.029344	0.01504	0.034021	0.144408	0.006286	0.575276	0.024485	0.020596	0.077081	0.036543	0.117919	0.00799	0.023741	0.042535	0.257223	0.230845	0.038156	0.279927	0.010866	0.000132	0.261004	0.040964	0.010687	0.125388	0.018436	0.052635	1.137168	0.028106	0.015848	0.334767	0.052353	0.897321	0.19262	0.028178	0.012307	0.35473	1.444423	0.009341	0.005126
FCMP.c-15.4175	0.17157	0.197998	0.08392	0.009759	0.098073	0.073264	0.002358	0.010073	0.001088	0.693764	0.092912	0.03325	0.090698	0.201708	0.051819	0.216632	0.585113	0.04622	0.12735	0.733421	0.076024	0.498936	0.180934	0.10242	0.089691	0.191926	0.166063	0.11066	0.127702	0.026494	0.104268	0.096978	0.044896	0.032883	0.080004	0.00408	0.592418	2.041985	0.044512	0.017636	0.024671	0.069204	0.034557	0.149673	0.170907	0.047525	0.041103	0.027284	0.057645	0.04349	0.156025	0.032611	0.07698	0.083609	0.341084
FCMP.c-16.439	0.028259	0.017983	0.140167	0.008188	0.028378	0.033811	0.004646	0.108316	0.017958	0.002429	0.056048	0.00697	0.244981	0.013085	0.115952	0.051008	0.015849	0.020095	0.009046	0.014749	0.004669	0.603315	0.012722	0.008341	0.010707	0.010467	0.008586	0.086812	0.003889	0.035775	0.026941	1.377419	0.502406	0.266492	0.011549	0.000487	0.04816	0.79964	0.004786	0.00757	0.009323	0.010274	0.034535	0.009835	0.004482	0.012577	0.00842	0.095328	0.034217	0.023375	2.687978	0.012693	0.014162	0.004029	0.016548
FCMP.c-30.3859	0.096566	0.631247	0.033887	0.001374	0.01149	0.018114	5.2e-05	0.186141	0.023845	0.000404	0.002483	0.361814	0.115913	0.0011	0.64538	0.001945	1.462269	0.00119	0.131082	1.642851	0.000506	0.039849	0.493122	1.176314	0.001107	0.515924	0.251734	0.357119	1.836607	1.002763	0.450204	1.175417	0.28658	0.497687	0.246121	3e-05	0.064233	0.001383	0.000998	0.039572	0.000404	0.001003	0.06781	0.001946	0.001681	0.05213	0.000484	0.001257	0.000595	0.161611	0.077104	0.591835	0.076005	0.006738	0.147392
FCMP.c-19.3385	0.420442	0.573903	1.071541	0.025652	0.16286	0.180363	0.041091	0.534773	0.27444	0.027098	0.424138	1.094307	0.671819	1.406957	1.00977	1.348703	0.610417	0.163284	0.057726	0.245631	0.267463	0.99739	1.017834	0.059432	1.953018	0.057556	0.075534	1.014037	0.035172	0.351495	0.156248	0.058681	0.711309	0.387698	0.212469	0.000907	0.08322	0.471519	0.24351	0.734429	0.995193	0.316133	1.600069	0.490004	0.047948	1.210483	0.595333	1.819207	1.604508	0.068713	0.876206	0.172742	0.102136	0.480062	0.879969
FCMP.c-30.3918	0.681568	1.316037	0.477431	0.020915	0.297023	0.266869	0.051574	0.029323	0.097692	0.037533	0.372999	0.38724	3.422254	1.829466	0.390451	0.070198	0.547325	0.150833	0.026088	0.481681	0.026293	0.457603	0.612715	0.140283	1.059864	0.043299	0.060715	0.726862	0.249228	0.463885	0.286153	0.457027	0.528348	0.31809	0.471851	0.005786	0.542892	0.359961	0.883042	3.209259	0.050161	1.008764	1.046913	0.678153	0.721478	0.924273	1.21394	0.596344	0.426165	1.162803	0.304293	0.103987	0.434117	0.84454	0.517045
FCMP.c-30.3955	0.097555	0.295511	0.392675	0.021203	0.082634	0.092332	0.005241	0.022498	0.401402	0.168613	0.646718	0.928557	0.357075	0.694955	0.240092	0.31623	0.371736	0.108984	0.03401	3.335668	0.012733	0.173294	0.149095	0.334329	0.452055	0.169689	1.410627	0.097567	0.008266	0.232752	0.098227	0.775681	0.855082	0.059691	0.027222	0.008396	0.113704	0.049907	0.219575	0.163914	0.02269	0.461694	0.536153	0.038459	0.27881	0.303156	0.070874	0.126113	0.318208	0.023232	0.036527	0.623724	0.197993	5.177063	0.041488
FCMP.c-30.4026	0.235837	0.285326	0.034202	0.051538	0.059248	0.051956	0.049722	0.274437	0.011183	0.745265	0.409422	0.409894	0.133155	0.046052	0.140107	0.424108	0.354351	0.35288	0.272602	0.599655	0.193952	0.133355	0.490165	0.845744	0.283641	0.019072	0.476628	0.517878	0.137593	0.573229	0.227907	0.473845	0.149639	0.211194	0.144485	0.000234	0.055434	0.127536	0.243354	1.110858	0.259335	0.114279	0.123711	0.173963	0.268464	0.287955	0.413815	0.170094	0.234233	0.224269	0.615019	0.145412	0.016077	0.145959	0.151096
FCMP.c-27.3203	0.093478	0.299889	0.044794	0.026612	0.636775	0.69713	0.037677	1.919841	0.005165	0.01727	0.06095	0.093395	0.035641	0.025209	0.029808	0.022989	0.050685	0.062016	0.087609	0.051429	0.275459	0.074008	0.059592	0.038191	0.063252	1.541903	0.083001	0.035566	0.038988	1.496023	0.113707	0.03821	0.065209	1.350934	0.154544	0.000989	0.039197	0.043273	0.0421	0.068794	0.451423	0.086655	0.362534	0.037363	0.05459	0.027957	0.076018	0.453299	0.039929	0.026632	0.019906	0.12153	0.068891	0.135332	0.448376
FCMP.c-19.6999	0.030374	0.026268	0.019031	0.01602	0.031694	0.01726	0.034318	0.12275	0.006683	0.001661	0.045114	0.958393	0.023887	0.047221	0.119905	0.020108	0.050546	0.024083	0.023127	0.031798	0.007729	0.043648	0.044016	0.02438	0.028706	0.012501	0.05417	0.040134	0.01092	0.663178	0.735546	0.266436	0.131867	0.078692	0.300336	0.00153	1.42678	0.032862	0.037241	2.042034	0.026848	0.041537	0.060137	0.044817	0.009878	0.018609	0.022806	0.033201	0.045412	0.02867	0.034944	0.044058	0.023664	0.020361	0.017711
FCMP.c-21.8370	0.137731	0.254063	0.262279	0.010315	0.149377	0.216999	0.00288	0.003385	0.015273	0.005771	0.699439	0.036386	0.17119	0.417914	0.05226	1.152744	0.083043	0.016288	0.002486	0.626806	0.006071	0.140951	0.249199	0.034539	0.113953	0.032634	0.025523	0.257359	0.053253	0.160976	0.028036	0.37099	0.154341	0.606656	0.037404	5.1e-05	0.093326	0.04284	0.709377	0.019351	0.03193	0.018253	0.040762	0.024074	0.013761	0.008005	0.043325	0.203419	0.08851	0.010479	0.03396	0.048866	0.023607	0.021317	0.685262
FCMP.c-15.6281	0.287859	0.195342	0.160155	0.024069	0.149954	0.243975	0.002736	0.006069	0.019581	0.029012	0.624566	0.004028	0.021454	0.253441	0.096836	0.560348	0.015349	2.191923	0.019719	0.025326	0.01972	0.249423	0.010626	0.213101	0.145006	0.021034	0.026363	0.116148	0.020213	0.010363	0.029353	0.010412	0.066009	0.155749	0.142851	0.002154	0.071688	0.0261	0.008019	0.009671	0.023105	0.385858	0.197661	0.008819	0.015941	0.011381	0.023189	0.072569	0.123757	0.257323	0.016043	0.024351	0.025232	0.021897	0.509501
